liga,position,name,team,score,active defence,aerial threat,chance prevention,composure,defensive heading,intelligent defence,involvement,progression,territorial dominance,minutes,age,transfer value,height,foot,passing quality,providing teammates,run quality,box threat,effectiveness,finishing,hold up play,poaching,pressing,dribbling,tier,spielertyp,rank,competition,markt,SC_PSV-99,SC_HSR Distance P60BIP,SC_Sprint Distance P60BIP,SC_HI Distance BIP P60BIP,SC_Explosive Acceleration to Sprint Count P60BIP,SC_HSR Distance OTIP P30OTIP,SC_Sprint Distance OTIP P30OTIP,SC_HI Distance OTIP P30OTIP,SC_Explosive Acceleration to Sprint Count OTIP P30OTIP,SC_TOP 3 Time to HSR,SC_TOP 3 Time to HSR post-COD,SC_TOP 3 Time to Sprint,SC_TOP 3 Time to 505 around 90,SC_Minutes,SC_BIP_raw,SC_OTIP_raw,SC_Burst_raw,Pct_Speed,Pct_BIP,Pct_OTIP,Pct_Burst,Pct_Speed_global,Pct_Burst_global,Pct_TimeToHSR_global,Pct_OTIP_global,Pct_BIP_global,Pct_SprintDist_global,Pct_HSRDist_global,Pct_ExpAccOTIP_global,Pct_ExpAccBIP_global,Pct_HSRDistOTIP_global,Physical Score,Physical Score 3L,BL Level,3L Level,Pct_involvement,Pct_finishing,Pct_providing teammates,Pct_dribbling,Pct_passing quality,Pct_box threat,Pct_pressing,Pct_run quality,Pct_poaching,Pct_aerial threat,Pct_hold up play,Pct_intelligent defence,Pct_progression,Pct_active defence,Pct_territorial dominance,Pct_chance prevention,Pct_composure,Pct_defensive heading,Pct_Score,OBV_Total Impact,OBV_Impact per 90,OBV_Shooting,OBV_Final Ball,OBV_Carries,OBV_Buildup Pass,OBV_Defense,OBV_Pen Area
SUI SL,Winger,Junior Kadile,Servette,1.62886987966943,,,,,,,0.9592984535417256,,,832,23.0,600000.0,182.0,Right,1.8621076278011024,2.8779942684880733,2.2505145665620154,1.3753168943596956,0.7750848986463206,2.266579304595659,,,0.1547360595744711,2.138196843455806,Tier 1,Dribbler,,,,30.92,678.52,356.02,1034.54,3.51,245.31,72.08,317.4,0.71,0.64,0.64,1.15,1.89,86.44,707.02,143.07999999999998,1.5795652173913044,92.14285714285714,91.83673469387756,59.18367346938776,86.73469387755102,91.68081494057724,93.2618025751073,72.68856447688565,50.48104131295982,95.6989247311828,83.1918505942275,22.07130730050934,78.74929258630448,98.0192416525184,3.395585738539898,92.4,77.6,🔥 Top-Athlet,—,97.95918367346938,96.93877551020408,100.0,100.0,100.0,97.95918367346938,79.59183673469387,100.0,,,,,,,,,,,100.0,59.0,76.0,56.0,64.0,74.0,47.0,51.0,58.0
U19 BL,Central Defender,Mathys Angély,Wolfsburg U19,1.600190897199389,1.3303024009292457,1.5371930262067168,0.8402992673938756,0.3041968109657507,1.2333552051781278,2.6206097951627,2.9531616360975854,1.002459005914594,2.580140926945906,136,19.0,,190.0,Left,,,,,,,,,,,Tier 4,Aggressiver Innenverteidiger,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,7.45721271393643,7.45721271393643,14.66992665036675,,,,,,,,,,,,,—,—,100.0,,,,,,,,,98.0440097799511,,100.0,93.39853300733496,96.57701711491444,99.75550122249388,97.799511002445,63.08068459657702,97.55501222493888,100.0,42.0,58.0,48.0,49.0,46.0,45.0,28.0,47.0
BL DE,Midfielder,Joshua Kimmich,Bayern München,1.4634605161182526,1.2200843038899905,,,,,1.9191936665566487,2.271477128923902,2.609725838130897,,2096,31.0,50000000.0,177.0,Right,2.6016546166973225,1.1510955592858412,,-0.5671904907775297,0.5016435062389482,,,,,,Tier 1,Spielmacher,,,,27.68,637.64,129.67,767.32,0.27,573.12,133.48,706.6,0.32,0.67,0.75,1.36,1.98,89.91,156.67,165.48,1.0552941176470587,38.297872340425535,39.76608187134503,82.45614035087719,75.43859649122807,55.30050083472455,71.18773946360153,62.80182232346242,85.05219206680584,40.73455759599332,40.31719532554257,36.68614357262104,75.8347245409015,47.20367278797997,93.15525876460768,63.2,70.3,🟡 Nah dran,—,100.0,,88.30409356725146,,100.0,15.204678362573098,,,,,,100.0,100.0,97.6608187134503,,,,,100.0,69.0,69.0,53.0,79.0,61.0,76.0,56.0,50.0
AUT BL,Midfielder,Moses Usor,LASK,1.4628607987639262,0.6573512363668972,,,,,1.16246458662864,1.197742388856627,1.5007640082430989,,311,24.0,2500000.0,181.0,Left,1.4920143124635556,2.849101930855808,,1.0220936001535783,1.8213543265432044,,,,,,Tier 1,Spielmacher,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,12.083333333333334,12.083333333333334,21.25,,,,,,,,,,,,,—,—,90.83333333333331,,98.33333333333331,,96.66666666666669,94.16666666666669,,,,,,95.0,97.5,69.16666666666667,,,,,100.0,74.0,66.0,76.0,74.0,71.0,39.0,59.0,70.0
U19 BL,Fullback,Montrell Culbreath,Bayer Leverkusen U19,1.4531103800643197,-0.1319887976582418,,0.7133193683211317,,,-0.4991054464716624,0.7993885011373436,1.923080555885191,1.2385935143295357,288,18.0,,172.0,,2.021782525708522,3.0229231993270576,3.99,,,,,,,,Tier 4,Offensiver Außenverteidiger,,,,31.35,839.68,439.83,1279.51,2.43,359.58,124.74,484.33,0.84,0.67,0.75,1.25,1.98,75.58,682.83,208.74,1.64,97.47899159663864,99.54545454545456,73.86363636363636,85.22727272727273,98.25014343086632,76.2841091492777,50.27272727272727,67.03958691910499,98.5083189902467,98.2788296041308,84.10786001147447,75.21514629948365,95.1520367183018,32.53012048192771,87.3,77.5,🔥 Top-Athlet,—,94.31818181818184,,100.0,,99.77272727272728,,,100.0,,,,8.181818181818182,100.0,20.0,94.77272727272728,98.1818181818182,,,97.72727272727272,68.0,78.0,67.0,68.0,80.0,34.0,45.0,74.0
RL West,Midfielder,Timothé Rupil,Schalke 04 II,1.434896709023222,1.4909141330317388,,,,,1.1973957467050729,2.189450946855412,3.0527185914402386,,122,22.0,175000.0,,Right,2.537615957683124,1.1442142957312211,,-0.5277684488042256,0.3946324495431934,,,,,,Tier 3,Spielmacher,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,8.860759493670885,8.860759493670885,16.455696202531644,,,,,,,,,,,,,—,—,100.0,,91.13924050632912,,100.0,5.69620253164557,,,,,,96.83544303797468,100.0,98.1012658227848,,,,,99.36708860759494,41.0,72.0,43.0,49.0,51.0,54.0,34.0,43.0
AUT BL,Central Defender,Anrie Chase,Salzburg,1.4139376156727144,2.0181601634794664,0.8246516090354143,0.1384011129597838,0.4388951793556769,1.559825462986419,2.022240445912732,2.4374112257625256,1.1456918649078556,2.1401614766545567,240,22.0,,188.0,Right,,,,,,,,,,,Tier 1,Aggressiver Innenverteidiger,,,,28.23,467.13,139.9,607.03,0.95,402.4,113.43,515.83,0.68,0.85,0.85,1.61,2.43,86.02,234.9,181.43,1.3011180124223602,31.14754098360656,71.21212121212122,69.6969696969697,69.6969696969697,41.75104228707564,15.363881401617252,6.150414276609306,78.5288862418106,78.35020845741512,60.125074449076834,58.10005955926146,81.32817153067302,87.70101250744491,89.30911256700416,22.9,78.5,⚫ Darunter,—,100.0,,,,,,,,,87.87878787878788,,100.0,90.9090909090909,100.0,100.0,71.21212121212122,59.09090909090909,100.0,100.0,33.0,54.0,43.0,50.0,44.0,33.0,20.0,44.0
RL West,Winger,Bernie Lennemann,Köln II,1.3670067816673983,,,,,,,0.3669742505378817,,,124,23.0,,,,-0.1667056924776506,3.46166451953115,1.8753464781069369,1.219324960982569,2.73913111770775,1.1011076980890515,,,-1.012213212163152,2.7184309146920493,Tier 3,Dribbler,,,,31.82,718.03,428.3,1146.33,4.72,360.34,125.15,485.49,1.26,0.69,0.72,1.35,2.1,53.06,900.3,251.15,2.0007407407407407,96.05263157894736,98.6206896551724,85.51724137931035,93.79310344827586,98.04753820033956,53.81974248927038,49.148418491484186,89.19071873231465,99.43406904357668,94.2840973401245,32.76740237691001,95.58573853989812,99.7453310696095,40.35087719298245,78.4,95.3,✅ BL-Niveau,—,82.06896551724138,82.75862068965517,100.0,100.0,37.24137931034483,97.24137931034484,1.3793103448275863,99.3103448275862,,,,,,,,,,,95.86206896551724,55.0,52.0,57.0,55.0,57.0,49.0,50.0,60.0
U19 BL,Central Defender,Gianluca Reschke,RB Leipzig U19,1.3579804724390572,1.2137794101496138,0.4743516820901665,0.4771400952122198,-0.0013731408267041,0.8567267158352508,1.1260569455517564,2.2836728188787343,3.6040213403176633,2.187448384742813,336,18.0,,,,,,,,,,,,,,Tier 4,Aggressiver Innenverteidiger,,,,27.18,549.51,150.96,700.47,0.34,513.04,145.47,658.51,0.0,0.78,,,2.39,76.44,184.96,145.47,0.0,8.30945558739255,61.12469437652812,69.68215158924205,14.66992665036675,9.559261465157832,,15.997450605481198,60.4526503871352,55.68790946992257,70.0714711137582,87.07564026206074,8.040500297796308,38.26682549136391,99.4639666468136,-9.6,59.3,—,—,99.51100244498777,,,,,,,,,61.61369193154034,,96.0880195599022,100.0,95.84352078239608,98.53300733496332,87.28606356968214,31.54034229828851,90.4645476772616,99.02200488997556,50.0,61.0,49.0,54.0,52.0,62.0,40.0,50.0
RL Nord,Winger,Tobias Bothe,Jeddeloh,1.3336388309131908,,,,,,,0.0712667181151244,,,285,20.0,,,,0.0815639259285882,1.6581946587806258,0.5721113880917739,3.99,2.6312460359104715,3.297415198667592,,,-0.3631104252077157,0.0640619779322581,Tier 3,Box-Threat,,,,29.88,876.64,418.15,1294.8,0.41,380.24,107.96,488.2,0.0,0.63,,,2.04,54.53,459.15,107.96,0.0,69.89247311827957,74.61538461538461,46.92307692307692,20.384615384615383,70.88285229202037,,77.22019464720195,29.76796830786644,69.94906621392191,93.49179400113186,77.36276174306734,15.534804753820032,19.21335597057159,50.65082059988681,-70.9,53.9,—,—,55.38461538461539,96.92307692307692,97.6923076923077,39.23076923076923,51.53846153846153,100.0,29.230769230769237,77.6923076923077,,,,,,,,,,,85.38461538461539,53.0,65.0,56.0,46.0,48.0,50.0,49.0,53.0
U19 BL,Midfielder,Tim Degener,Borussia Dortmund U19,1.3086971631328987,0.7109331687013312,,,,,1.2851036844051102,1.1196633894038917,2.19435273697712,,182,19.0,,,,2.218039032247962,1.9089758903338565,,-0.0486707893699482,1.0811801923638678,,,,,,Tier 4,Spielmacher,,,,29.03,713.73,225.21,938.94,1.12,525.34,145.05,670.39,0.51,0.77,,,2.14,86.32,337.21000000000004,196.05,0.51,87.32673267326733,91.3907284768212,91.05960264900662,59.10596026490066,88.16777963272119,,22.255125284738043,91.73277661795407,88.68948247078464,81.88647746243738,55.09181969949917,89.9415692821369,93.00918196994992,85.89315525876461,-88.2,90.7,—,—,97.35099337748343,,100.0,,99.83443708609272,63.74172185430464,,,,,,99.00662251655628,100.0,81.95364238410596,,,,,99.83443708609272,61.0,64.0,50.0,73.0,64.0,69.0,56.0,52.0
3.Liga DE,Central Defender,Ruben Reisig,Hoffenheim II,1.2912605117118108,1.3064518178101932,0.1416120791224648,0.5834836798977997,1.084189007829348,0.6786654209895175,3.338864051897433,2.7187903394030446,0.5177819563974713,1.251506252059023,106,30.0,100000.0,190.0,Both,,,,,,,,,,,Tier 2,Aggressiver Innenverteidiger,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,4.700854700854701,4.700854700854701,8.974358974358974,,,,,,,,,,,,,—,—,100.0,,,,,,,,,30.76923076923077,,100.0,82.05128205128204,96.58119658119658,97.43589743589745,95.72649572649571,98.29059829059828,74.35897435897436,99.14529914529916,58.0,52.0,52.0,52.0,57.0,54.0,67.0,51.0
BL DE,Winger,Michael Olise,Bayern München,1.245280433890263,,,,,,,0.8900950244635493,,,2248,24.0,65000000.0,184.0,Left,2.133516121894337,2.0337713510742,1.030900669870762,0.6777962467893633,0.5370332363158532,2.158965292860457,,,0.526687175762794,1.2187587859810494,Tier 1,Dribbler,,,,30.19,787.68,343.07,1130.74,2.14,480.07,183.72,663.79,0.81,0.6,0.64,1.17,1.79,83.57,557.0699999999999,264.72,1.6647008547008548,63.44086021505376,75.0,90.83333333333331,89.16666666666667,78.38143746462931,90.55793991416309,89.23357664233576,91.68081494057724,83.70118845500849,79.65478211658179,53.98981324278438,84.40860215053763,84.83305036785512,83.30503678551217,83.8,86.9,✅ BL-Niveau,—,100.0,95.83333333333334,100.0,95.83333333333334,96.66666666666669,90.0,90.0,95.0,,,,,,,,,,,100.0,80.0,80.0,78.0,80.0,80.0,37.0,58.0,80.0
RL West,Central Defender,Yannik Lührs,Borussia Dortmund II,1.2428101458348746,2.0990908518735485,0.3106412276421194,0.1352509124484062,0.1282754147543333,0.396765883791582,2.248370317283276,2.5811311876963283,1.9959071242106667,1.289858392813612,360,22.0,400000.0,189.0,Right,,,,,,,,,,,Tier 3,Aggressiver Innenverteidiger,,,,28.07,384.66,94.02,478.69,0.0,318.32,80.51,398.83,0.0,0.96,1.02,,2.48,97.49,94.02,80.51,0.0,32.631578947368425,19.444444444444446,24.074074074074076,12.037037037037036,35.88445503275759,,1.4977692797960485,15.604526503871352,7.027992852888625,17.86777843954735,18.70160810005956,8.040500297796308,5.926146515783205,52.35259082787373,-35.9,13.5,—,—,100.0,,,,,,,,,53.70370370370371,,100.0,100.0,99.07407407407408,97.2222222222222,64.81481481481481,37.96296296296296,62.03703703703704,96.29629629629628,39.0,65.0,45.0,48.0,44.0,49.0,30.0,44.0
U17 BL,Midfielder,Maximilian Polzin,Mainz 05 U17,1.2402830171126524,2.4816307235403383,,,,,3.267618741420299,2.6331802004586686,0.346965200802895,,115,,,,,0.5750715378423812,-0.0519991915590554,-0.5704860927169602,,,,,,,,Tier 4,,,,,27.04,441.66,73.01,514.67,0.0,253.24,42.12,295.36,0.0,0.65,0.74,,1.86,93.22,73.01,42.12,0.0,42.793791574279375,28.952205882352946,31.70955882352941,28.49264705882353,31.53171953255426,,71.84510250569475,7.78705636743215,6.489983305509182,8.99415692821369,2.775459098497496,21.118530884808013,12.917362270450752,3.818864774624374,-31.5,7.4,—,—,100.0,,59.55882352941176,,84.74264705882352,,,,,,,100.0,78.67647058823529,100.0,,,,,98.34558823529412,68.0,59.0,49.0,65.0,56.0,80.0,63.0,56.0
RL Südwest,Central Defender,Michael Heilig,Homburg,1.2333881311010295,2.727918292053388,0.7586775991852027,0.6674193591267328,0.8000070308261477,0.1606677162913445,3.4265305226462432,1.5197430703933237,-0.1557511816462094,1.1952807710330935,460,27.0,,,,,,,,,,,,,,Tier 3,Aggressiver Innenverteidiger,,,,27.82,463.69,130.06,593.75,0.0,339.27,99.38,438.65,0.0,0.7,0.82,,2.33,85.53,130.06,99.38,0.0,41.91919191919192,37.83783783783784,38.73873873873874,7.657657657657657,26.980345443716494,,41.55513065646909,28.05241215008934,23.04943418701608,51.10184633710541,55.50923168552709,8.040500297796308,5.926146515783205,65.51518761167362,-27.0,26.8,—,—,99.09909909909908,,,,,,,,,78.37837837837837,,100.0,45.94594594594595,100.0,99.09909909909908,97.2972972972973,83.78378378378379,45.94594594594595,98.1981981981982,45.0,57.0,49.0,49.0,45.0,47.0,37.0,48.0
AUT BL,Striker,Mark Grosse,Ried,1.231137490239127,,-0.1342777734166258,,,,,-0.178095279791395,,,178,27.0,400000.0,184.0,Left,,0.1928222501478196,1.0150654175501674,,,3.99,0.5444271187518508,2.859098541496335,1.5600596471748631,,Tier 1,Vollstürmer,,,,28.2,610.65,242.38,853.03,0.0,348.55,113.41,461.97,0.0,,,,,42.33,242.38,113.41,0.0,18.181818181818183,26.5625,35.9375,14.0625,26.05682605682605,,,34.58073458073458,22.106722106722103,48.510048510048506,17.325017325017324,12.785862785862786,4.158004158004158,48.78724878724879,-26.1,28.3,—,—,59.375,100.0,84.375,,,,93.75,92.1875,98.4375,40.625,75.0,,,,,,,,100.0,56.0,54.0,61.0,59.0,52.0,51.0,52.0,49.0
BL DE,Winger,Yan Diomande,RB Leipzig,1.2198584657634552,,,,,,,0.6839061670365191,,,2333,19.0,,,,1.1923882501433234,1.270531225175498,1.1841970687352774,0.5401401400161958,0.5899317163913408,3.988093727021343,,,0.4367786472529409,1.0927592500986572,Tier 1,Dribbler,,,,31.5,712.5,352.65,1065.16,2.85,359.38,168.35,527.73,0.95,0.56,0.56,1.1,1.82,83.57,637.65,263.35,1.859090909090909,90.32258064516128,88.33333333333333,90.0,91.66666666666666,96.15166949632145,97.46781115879828,98.32725060827252,91.39784946236558,91.90718732314656,82.56932654216186,31.069609507640067,88.93604980192417,94.05772495755518,39.61516694963215,96.7,91.7,🔥 Top-Athlet,—,95.0,100.0,95.0,91.66666666666666,85.0,84.16666666666667,85.0,97.5,,,,,,,,,,,99.16666666666669,80.0,71.0,67.0,80.0,80.0,31.0,62.0,80.0
RL Nord,Central Defender,Nikell Touglo,Meppen,1.2111979767580965,1.282761906045398,0.7438244453332281,0.1256919373196105,0.961469468119074,0.956111326344256,2.3698128500056344,1.4404116077990146,1.172636293344241,1.8480619565124128,302,24.0,100000.0,186.0,Right,,,,,,,,,,,Tier 3,Aggressiver Innenverteidiger,,,,29.73,468.1,139.83,607.93,1.0,376.78,150.12,526.9,0.49,0.66,0.8,1.37,2.4,79.31,239.83,199.12,1.21992700729927,86.58536585365853,77.0,85.0,71.0,91.06611078022632,60.24258760107817,61.59974506054812,84.33591423466349,80.28588445503276,59.8868374032162,58.66587254318046,66.17033948779036,89.30911256700416,82.01310303752234,69.0,83.3,✅ BL-Niveau,—,100.0,,,,,,,,,78.0,,100.0,89.0,100.0,100.0,74.0,96.0,98.0,99.0,58.0,65.0,60.0,55.0,49.0,60.0,50.0,58.0
SUI CL,Winger,Henri Koide,Aarau,1.2108708770377248,,,,,,,-0.5817715702003117,,,109,25.0,250000.0,180.0,Right,1.3008459727002,3.978400841510219,0.0195964701403838,1.7414675041324243,2.5808722486890177,-0.4317924756988206,,,1.8986794184537283,0.3915394836126802,Tier 3,Dribbler,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,18.0,18.0,23.33333333333333,,,,,,,,,,,,,—,—,20.0,30.666666666666664,100.0,49.333333333333336,100.0,94.66666666666669,100.0,49.333333333333336,,,,,,,,,,,90.66666666666666,56.0,68.0,56.0,54.0,54.0,49.0,52.0,60.0
U17 BL,Midfielder,Tom Glock,Sandhausen U17,1.2092645960645456,1.21173254058946,,,,,1.4500538467770103,1.289967833156116,1.0874448761986737,,125,,,,,1.9407656105235025,0.6863284808140676,0.7985589843929889,,,,,,,,Tier 4,,,,,27.07,709.7,180.7,890.41,0.0,502.29,124.74,627.03,0.0,0.79,,,2.41,75.17,180.7,124.74,0.0,44.567627494456765,73.52941176470588,85.11029411764706,28.49264705882353,32.78380634390651,,16.810933940774486,68.51774530271399,51.21035058430717,66.90317195325542,54.04841402337228,21.118530884808013,12.917362270450752,81.13522537562604,-32.8,62.7,—,—,97.24264705882352,,94.66911764705884,,99.63235294117648,,,,,,,99.44852941176472,97.79411764705884,96.875,,,,,100.0,65.0,56.0,58.0,59.0,57.0,62.0,73.0,56.0
U17 BL,Fullback,Leon Staudacher,Mainz 05 U17,1.2084209185154549,0.5280015311986513,,0.8347099722011313,,,-0.2012928280280638,0.0151378633847622,0.4727924245737526,2.973008305924145,419,17.0,,,,0.5008290550652297,3.485108626408018,2.2674933159114667,,,,,,,,Tier 4,Offensiver Außenverteidiger,,,,31.5,450.18,262.7,712.88,2.03,205.97,112.94,318.91,0.0,0.68,0.68,1.23,1.95,83.59,465.69999999999993,112.94,0.8130081300813008,99.7159090909091,93.63636363636364,39.77272727272727,57.04545454545455,98.79518072289156,79.73515248796149,45.3030303030303,15.203671830177854,80.49340218014916,63.99885255306942,1.778542742398164,7.573149741824441,88.49684452094091,0.2294893861158921,89.3,37.0,🔥 Top-Athlet,—,50.227272727272734,,99.77272727272728,,82.95454545454545,,,99.77272727272728,,,,31.363636363636367,84.31818181818181,86.13636363636363,100.0,98.4090909090909,,,97.72727272727272,57.0,75.0,60.0,63.0,63.0,39.0,34.0,67.0
U17 BL,Winger,Linus Guther,Union Berlin U17,1.2080096032025776,,,,,,,0.6784217397073616,,,269,16.0,,,,0.7808216603148189,1.7686206873786023,0.6166746555776136,2.232292637017074,0.982851443458076,2.02094537201281,,,0.1336188968377015,1.6578393365191415,Tier 4,Dribbler,,,,27.9,919.33,196.62,1115.96,0.83,399.84,86.7,486.53,0.25,0.72,0.79,,2.08,96.77,279.62,111.7,0.25,28.746594005449595,60.08316008316008,58.41995841995842,48.44074844074844,17.176004527447652,,36.13138686131387,32.88058856819468,27.67402376910017,24.10865874363328,84.09734012450481,40.26598754951896,39.75664968873797,58.80022637238257,-17.2,29.8,—,—,94.3866943866944,93.76299376299376,99.7920997920998,97.71309771309772,88.98128898128898,99.7920997920998,79.41787941787942,76.92307692307693,,,,,,,,,,,100.0,55.0,75.0,59.0,54.0,42.0,51.0,48.0,54.0
BL DE,Fullback,Chris Führich,Stuttgart,1.1780616423564163,1.04139761741716,,0.4122085651978913,,,0.3456052208506386,1.2236845699849055,1.145833008825305,0.3709021424875008,216,28.0,22000000.0,181.0,Right,1.3434938857291503,2.504655773863125,2.2147739968520708,,,,,,,,Tier 1,Offensiver Außenverteidiger,,,,30.37,928.71,324.92,1253.62,1.59,508.31,131.3,639.61,0.73,0.74,0.97,,,65.86,483.92,204.3,0.73,77.31958762886599,82.45614035087719,62.28070175438597,21.929824561403507,87.60757314974182,,22.3030303030303,65.28973034997131,82.78829604130809,84.39472174411934,93.631669535284,66.95352839931154,76.67814113597247,90.2467010900746,-87.6,71.1,—,—,92.98245614035088,,98.24561403508773,,98.24561403508773,,,100.0,,,,69.2982456140351,96.49122807017544,90.35087719298248,78.0701754385965,95.6140350877193,,,100.0,62.0,64.0,56.0,71.0,76.0,41.0,52.0,65.0
RL Südwest,Central Defender,Mario Borac,Stuttgarter Kickers,1.134905219416552,0.9064913461000612,1.8312278088417349,0.6324744865655754,1.0992696475934831,1.7269243113479802,1.3514714548138635,0.6613919366421678,1.3494909528332717,0.6554050300108311,632,20.0,50000.0,,,,,,,,,,,,,Tier 3,Aggressiver Innenverteidiger,,,,26.78,563.94,119.75,683.69,1.04,364.3,73.21,437.51,0.75,0.73,,,2.47,86.39,223.75,148.20999999999998,0.75,8.080808080808081,80.18018018018019,73.87387387387388,36.93693693693694,4.020250148898154,,28.776290630975144,62.83502084574152,74.32995830851698,41.75104228707564,89.81536628945801,85.1697438951757,90.85765336509829,78.49910661107802,-4.0,65.7,—,—,82.88288288288288,,,,,,,,,99.09909909909908,,96.3963963963964,95.4954954954955,89.1891891891892,88.28828828828829,96.3963963963964,96.3963963963964,100.0,100.0,66.0,61.0,59.0,58.0,62.0,69.0,64.0,59.0
RL Nord,Winger,Allah Hamid,Drochtersen / Assel,1.1254356895675417,,,,,,,0.4217148298545489,,,180,23.0,,168.0,,0.4563429588567168,0.7962610376349883,0.664393683080072,1.921721636899004,0.3638144207322799,3.99,,,0.6558692093393103,0.8588034297109547,Tier 3,Dribbler,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,14.615384615384617,14.615384615384617,20.384615384615383,,,,,,,,,,,,,—,—,83.84615384615385,99.6153846153846,81.53846153846153,88.46153846153845,75.38461538461539,99.23076923076924,94.6153846153846,81.53846153846153,,,,,,,,,,,100.0,56.0,48.0,56.0,60.0,59.0,39.0,54.0,56.0
SUI SL,Fullback,Ruben Fernandes,Luzern,1.120590727317306,0.4708502723348081,,0.2949790654802389,,,0.2558554317363188,1.6027205480636857,2.399621041859956,0.1903347483878626,1249,22.0,250000.0,180.0,Left,2.492708711130716,1.36473119374924,1.013515533112928,,,,,,,,Tier 1,Offensiver Außenverteidiger,,,,29.74,766.65,328.76,1095.4,1.96,416.48,122.7,539.18,0.91,0.69,0.77,1.39,1.97,82.19,524.76,213.7,1.6294244604316548,59.72222222222222,67.44186046511628,52.32558139534884,61.627906976744185,72.69076305220884,43.13804173354735,40.96969696969697,69.42053930005737,88.81239242685027,85.3126792885829,69.01893287435456,79.94836488812392,87.17728055077453,60.0114744693058,57.9,75.9,🟡 Nah dran,—,96.51162790697676,,94.18604651162792,,100.0,,,89.53488372093024,,,,54.65116279069767,100.0,65.11627906976744,70.93023255813954,82.55813953488372,,,98.83720930232558,60.0,65.0,55.0,61.0,60.0,63.0,56.0,58.0
AUT BL,Midfielder,Dominik Prokop,Hartberg,1.1103041639983633,0.709390944231243,,,,,-0.1773598649202659,0.6430400258144051,2.3750878510059,,343,28.0,800000.0,171.0,Right,2.0707335695378,1.5347368553892815,,0.6739824020990873,1.0528215288294542,,,,,,Tier 1,Spielmacher,,,,27.25,572.08,122.03,694.11,0.44,226.12,34.76,260.88,0.36,0.69,0.84,,2.34,59.56,166.03,70.75999999999999,0.36,33.15217391304348,47.91666666666667,39.58333333333333,45.41666666666666,38.93989983305509,,53.98633257403189,27.745302713987478,45.0542570951586,35.41318864774624,21.389816360601003,79.75792988313857,64.3363939899833,1.4398998330550918,-38.9,33.5,—,—,75.0,,90.83333333333331,,100.0,85.83333333333333,,,,,,31.666666666666664,100.0,71.66666666666667,,,,,96.66666666666669,45.0,71.0,48.0,52.0,52.0,52.0,40.0,48.0
SUI SL,Fullback,Jaouen Hadjam,Young Boys,1.108074669503849,1.419921463066746,,0.2065235447546314,,,1.136218363243796,2.247582254736626,1.3515953400474972,0.2740598273125982,1103,23.0,2500000.0,184.0,Left,1.151060789756441,1.1512568707956188,1.0344535718206884,,,,,,,,Tier 1,Zweikampfstarker Außenverteidiger,,,,30.37,805.62,387.27,1192.89,2.21,392.06,172.65,564.71,0.87,0.64,0.72,1.27,1.89,74.53,608.27,259.65,1.6574015748031496,79.16666666666666,83.72093023255815,70.93023255813954,62.7906976744186,87.60757314974182,72.75280898876404,66.63636363636364,85.91508892713712,95.29546758462422,95.00860585197934,77.85427423981642,77.25186460126218,91.76706827309236,48.364888123924274,80.2,89.0,🔥 Top-Athlet,—,100.0,,87.20930232558139,,86.04651162790698,,,91.86046511627907,,,,96.51162790697676,94.18604651162792,97.67441860465117,80.23255813953489,75.5813953488372,,,100.0,58.0,65.0,52.0,59.0,68.0,58.0,54.0,52.0
RL West,Central Defender,Elias Benkara,Borussia Dortmund II,1.1071797478518692,2.106281368268147,1.1270257125117362,-0.7394497632423329,0.4695776680594423,1.333934810213096,1.9389033862061704,2.099508975372728,0.5142652590026158,1.1145703142752217,625,19.0,,192.0,,,,,,,,,,,,Tier 3,Aggressiver Innenverteidiger,,,,28.3,412.34,106.07,518.41,0.48,353.61,105.29,458.9,0.22,0.72,0.94,1.91,2.44,77.09,154.07,127.29,0.7435602094240837,41.05263157894737,42.5925925925926,51.85185185185185,37.03703703703704,44.58010720667064,1.482479784366577,32.37731038878267,48.243001786777846,38.29660512209649,27.933293627159024,30.01786777843955,32.608695652173914,53.51399642644431,73.0196545562835,13.8,45.8,⚫ Darunter,—,99.07407407407408,,,,,,,,,93.51851851851852,,99.07407407407408,70.37037037037037,100.0,95.37037037037037,12.037037037037036,77.77777777777779,95.37037037037037,97.2222222222222,48.0,65.0,51.0,47.0,47.0,58.0,41.0,49.0
U19 BL,Winger,Semih Turkan,Paderborn U19,1.093330719776098,,,,,,,1.1046069182786455,,,151,,,,,0.8718276711895331,1.7763915601809872,0.7337545698502457,1.3191634553082023,1.3947130551370557,1.3136704002324875,,,0.1767535484040739,1.149095299403649,Tier 4,Dribbler,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,12.659574468085106,12.659574468085106,22.872340425531917,,,,,,,,,,,,,—,—,98.29787234042551,85.53191489361703,99.14893617021276,93.82978723404256,95.1063829787234,98.93617021276596,78.08510638297872,89.7872340425532,,,,,,,,,,,100.0,44.0,65.0,45.0,39.0,40.0,52.0,46.0,46.0
