liga,position,name,team,score,active defence,aerial threat,chance prevention,composure,defensive heading,intelligent defence,involvement,progression,territorial dominance,minutes,age,transfer value,height,foot,passing quality,providing teammates,run quality,box threat,effectiveness,finishing,hold up play,poaching,pressing,dribbling,tier,spielertyp,rank,competition,markt,SC_PSV-99,SC_HSR Distance P60BIP,SC_Sprint Distance P60BIP,SC_HI Distance BIP P60BIP,SC_Explosive Acceleration to Sprint Count P60BIP,SC_HSR Distance OTIP P30OTIP,SC_Sprint Distance OTIP P30OTIP,SC_HI Distance OTIP P30OTIP,SC_Explosive Acceleration to Sprint Count OTIP P30OTIP,SC_TOP 3 Time to HSR,SC_TOP 3 Time to HSR post-COD,SC_TOP 3 Time to Sprint,SC_TOP 3 Time to 505 around 90,SC_Minutes,SC_BIP_raw,SC_OTIP_raw,SC_Burst_raw,Pct_Speed,Pct_BIP,Pct_OTIP,Pct_Burst,Pct_Speed_global,Pct_Burst_global,Pct_TimeToHSR_global,Pct_OTIP_global,Pct_BIP_global,Pct_SprintDist_global,Pct_HSRDist_global,Pct_ExpAccOTIP_global,Pct_ExpAccBIP_global,Pct_HSRDistOTIP_global,Physical Score,Physical Score 3L,BL Level,3L Level,Pct_involvement,Pct_finishing,Pct_providing teammates,Pct_dribbling,Pct_passing quality,Pct_box threat,Pct_pressing,Pct_run quality,Pct_poaching,Pct_aerial threat,Pct_hold up play,Pct_intelligent defence,Pct_progression,Pct_active defence,Pct_territorial dominance,Pct_chance prevention,Pct_composure,Pct_defensive heading,Pct_Score,OBV_Total Impact,OBV_Impact per 90,OBV_Shooting,OBV_Final Ball,OBV_Carries,OBV_Buildup Pass,OBV_Defense,OBV_Pen Area
RL West,Striker,Grant-Leon Ranos,Borussia M'gladbach II,0.3389180688402856,,-0.620529600186175,,,,,0.4213492751007233,,,359,22.0,1000000.0,180.0,Right,,0.9853363107045452,1.5062000562883249,,,-0.0246804250455922,0.2726164416801827,-0.0860544736811329,0.2571069658614094,,Tier 3,Beweglicher Stürmer,,,,29.23,787.97,278.35,1066.32,1.85,316.12,87.04,403.16,0.97,0.68,0.65,1.44,1.94,95.7,463.35,184.04,1.6644444444444444,48.76543209876543,71.9298245614035,71.9298245614035,90.35087719298248,58.31600831600832,34.127740705433744,48.683247988295534,70.82467082467082,73.5966735966736,61.98891198891199,67.08246708246708,88.66943866943868,81.8087318087318,32.77893277893278,46.2,72.2,🟡 Nah dran,—,92.10526315789474,60.526315789473685,99.12280701754386,,,,67.54385964912281,99.12280701754386,28.947368421052637,16.666666666666664,43.85964912280701,,,,,,,,85.52631578947368,43.0,55.0,42.0,50.0,45.0,55.0,47.0,43.0
BL DE,Midfielder,Han-Noah Massengo,Augsburg,0.3384960891587529,0.4483178118678114,,,,,0.5945416063198744,0.5559562230235503,0.8460759931050282,,2295,24.0,3000000.0,177.0,Right,0.5770577327371526,-0.2509208427774864,,-0.4728287301821453,0.4097689191762377,,,,,,Tier 1,Defensiver Mittelfeldspieler,,,,28.28,666.82,170.58,837.4,0.72,375.67,93.89,469.56,0.42,0.57,0.61,1.21,1.99,86.99,242.58,135.89,1.2464462809917356,55.319148936170215,66.66666666666666,72.51461988304094,91.2280701754386,74.04006677796328,94.90421455938696,97.53986332574031,73.77870563674321,71.53589315525876,62.68781302170285,42.82136894824708,84.3280467445743,81.74040066777964,37.39565943238731,84.5,73.0,🔥 Top-Athlet,—,81.28654970760235,,39.76608187134503,,72.51461988304094,22.22222222222222,,,,,,77.19298245614034,80.7017543859649,72.51461988304094,,,,,80.11695906432749,56.0,50.0,53.0,52.0,54.0,60.0,59.0,50.0
U17 BL,Midfielder,Milan Nikolic,Köln U17,0.3382659697208297,0.4489933753933803,,,,,0.2696079257152708,0.7969533152437319,0.1712876623120963,,1917,17.0,,,,0.4851450390928976,0.2790515405666886,-0.0831770702782577,,,,,,,,Tier 4,,,,,27.93,568.4,134.7,703.1,0.06,350.2,75.81,426.01,0.0,0.6,0.69,1.43,1.92,87.39,140.7,75.81,0.6993006993006994,75.16629711751663,58.63970588235294,56.61764705882353,77.29779411764706,63.981636060100165,57.279693486590034,91.68564920273349,32.0250521920668,33.13856427378965,43.447412353923205,20.57595993322204,21.118530884808013,26.35642737896494,27.462437395659435,60.6,32.4,🟡 Nah dran,—,89.33823529411765,,82.35294117647058,,81.80147058823529,,,,,,,79.41176470588235,64.52205882352942,71.69117647058823,,,,,91.91176470588236,73.0,65.0,75.0,72.0,60.0,44.0,61.0,70.0
RL West,Striker,Bennedikt Wüstenhagen,Borussia Dortmund II,0.3382308608331721,,0.91398115356846,,,,,-0.4522803390849173,,,814,20.0,,,,,-0.1519114330939235,-0.2867024227075174,,,0.7176076011279628,0.4443615954228629,1.289619600025028,0.2311711314074217,,Tier 3,Vollstürmer,,,,31.23,837.48,379.71,1217.2,2.97,530.78,219.3,750.09,1.54,0.57,0.69,1.06,1.77,61.45,676.71,373.3,2.483396226415094,90.12345679012346,92.10526315789474,95.6140350877193,96.49122807017544,95.01039501039502,99.2373689227836,95.75713240673008,97.5051975051975,94.5945945945946,90.43659043659044,78.37837837837837,97.0893970893971,96.04989604989603,94.52529452529453,97.1,96.0,🔥 Top-Athlet,—,18.421052631578945,73.68421052631578,41.2280701754386,,,,64.91228070175438,25.438596491228072,89.47368421052632,88.59649122807018,57.01754385964912,,,,,,,,71.9298245614035,58.0,64.0,62.0,52.0,55.0,50.0,52.0,58.0
U19 BL,Midfielder,Bellal Afghanyar,Arminia Bielefeld U19,0.3382227660669414,0.6168726782604657,,,,,0.7131030928979187,0.8184519233254757,0.7626442303308196,,360,18.0,,,,0.5096390555642664,-0.1615996124243462,,-0.5151749363257313,-0.0381543030933367,,,,,,Tier 4,Defensiver Mittelfeldspieler,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,8.27814569536424,8.27814569536424,23.923841059602648,,,,,,,,,,,,,—,—,90.56291390728477,,41.3907284768212,,80.79470198675497,18.21192052980132,,,,,,94.20529801324504,87.25165562913907,76.98675496688742,,,,,87.58278145695364,61.0,55.0,53.0,60.0,55.0,63.0,68.0,52.0
RL Nord,Central Defender,Leonard Bredol,BW Lohne,0.3381312952456866,0.4329401927415755,0.6044534044135595,-0.2595060080000403,-0.4218225631485403,0.0015239388460084,-0.1701875903433587,0.4022111203852817,2.699761670202678,-0.2461925078859843,443,25.0,50000.0,180.0,Left,,,,,,,,,,,Tier 3,Spielaufbauender Innenverteidiger,,,,30.16,441.31,201.96,643.27,1.27,261.48,109.55,371.04,0.4,0.59,0.75,1.27,2.08,93.16,328.96000000000004,149.55,1.1874015748031497,98.78048780487804,95.0,62.0,70.0,96.51578320428828,83.01886792452831,91.36392606755896,63.609291244788565,95.83085169743896,92.19773674806432,45.38415723645027,55.59857057772484,95.68195354377606,18.880285884455034,86.9,71.7,🔥 Top-Athlet,—,79.0,,,,,,,,,69.0,,39.0,100.0,81.0,35.0,39.0,8.0,37.0,60.5,64.0,55.0,49.0,66.0,64.0,65.0,72.0,53.0
SUI CL,Fullback,Jonatan Mayorga,Bellinzona,0.3380002680274427,0.5003067602272124,,-0.0137863150983637,,,0.0548060539347619,0.5220556712781301,-0.0667915254792769,0.1407753149595283,849,20.0,,168.0,,0.1592440569724509,0.2110766413024434,1.5343157541500976,,,,,,,,Tier 3,Offensiver Außenverteidiger,,,,28.15,706.72,188.69,895.41,0.87,320.69,96.35,417.04,0.43,0.72,0.76,1.49,2.03,83.81,275.69,139.35,1.1011409395973155,10.0,33.33333333333333,31.666666666666664,40.0,18.53126792885829,25.92295345104334,29.6969696969697,28.456683878370622,29.20252438324728,23.694779116465863,51.97934595524957,40.10327022375216,41.65232358003442,14.74469305794607,22.2,28.7,⚫ Darunter,—,75.0,,81.66666666666667,,53.333333333333336,,,98.33333333333331,,,,38.333333333333336,36.66666666666666,63.33333333333333,73.33333333333333,71.66666666666667,,,85.0,63.0,64.0,62.0,62.0,73.0,45.0,57.0,64.0
SUI CL,Winger,Cobel Sow García,Rapperswil-Jona,0.3379977295285379,,,,,,,-0.01642692083198,,,341,19.0,,,Left,0.2616442458368118,-0.1543205876473694,0.6414076777794234,0.690571632696445,0.4537557199121699,0.8938865089494392,,,0.0863886874129835,0.1850726016489182,Tier 3,Box-Threat,,,,28.9,729.75,262.0,991.75,0.0,280.03,79.16,359.19,0.0,0.81,,,2.19,93.41,262.0,79.16,0.0,34.69387755102041,45.33333333333333,40.0,23.33333333333333,43.35031126202603,,12.074209245742091,13.016411997736276,24.561403508771928,49.57555178268252,36.10639501980759,15.534804753820032,5.432937181663837,10.582908885116016,-43.4,19.9,—,—,65.33333333333333,76.0,45.33333333333333,36.0,70.66666666666667,77.33333333333333,64.0,72.0,,,,,,,,,,,77.33333333333333,37.0,50.0,36.0,21.0,33.0,53.0,45.0,29.0
SUI SL,Fullback,Bung Freimann,Luzern,0.3377688940333029,0.4840116682246443,,0.096263640768856,,,0.2868772875864343,0.9214970386376506,1.3781757493569082,-0.6313719770448948,685,20.0,,,,0.9506765621744434,-0.1056814101776604,-0.3405285132266549,,,,,,,,Tier 1,Zweikampfstarker Außenverteidiger,,,,29.11,549.94,225.75,775.68,0.81,333.38,150.07,483.45,0.46,0.67,0.7,1.32,2.06,85.36,306.75,196.07,1.2175757575757575,37.5,24.418604651162788,43.02325581395349,41.86046511627907,51.97934595524957,60.79454253611557,50.27272727272727,61.675272518646,39.3574297188755,45.49627079747562,9.581181870338495,43.20137693631669,38.26735513482502,20.711417096959263,56.4,54.2,🟡 Nah dran,—,82.55813953488372,,41.86046511627907,,77.90697674418605,,,36.04651162790697,,,,61.627906976744185,96.51162790697676,66.27906976744185,17.441860465116278,68.6046511627907,,,71.51162790697676,63.0,56.0,54.0,52.0,62.0,66.0,71.0,53.0
U19 BL,Striker,Luka Jovic,Carl Zeiss Jena U19,0.3374915414171319,,-0.9618518145031346,,,,,-0.7710179184064679,,,152,18.0,,,,,-0.4753659669611858,-0.4778092336966755,,,2.3200014708904093,0.7792994475044026,2.505149011080104,-0.2184726645703965,,Tier 4,Vollstürmer,,,,28.4,698.16,216.2,914.36,0.2,273.44,70.32,343.76,0.0,0.8,0.81,2.16,1.94,86.74,236.2,70.32,0.4629629629629629,25.51020408163265,37.08010335917313,28.811369509043928,42.50645994832041,30.73458073458073,0.2859866539561487,11.41185076810534,10.914760914760915,20.547470547470542,35.72418572418572,41.47609147609148,12.785862785862786,9.702009702009702,15.835065835065834,15.5,15.7,⚫ Darunter,—,6.976744186046512,96.640826873385,7.235142118863049,,,,36.69250645994832,16.5374677002584,99.2248062015504,3.10077519379845,82.17054263565892,,,,,,,,29.97416020671835,40.0,62.0,38.0,46.0,39.0,55.0,46.0,32.0
U19 BL,Midfielder,Jasper Reinhold,Hannover 96 U19,0.3374906657142733,0.7908288947244693,,,,,0.5996613237501784,0.9389497068263588,0.1543979517120724,,1322,,,,,0.3018589019820624,-0.2300403727335057,,-0.0859786406167533,0.2302475600693042,,,,,,Tier 4,Defensiver Mittelfeldspieler,,,,26.99,730.89,117.24,848.13,0.0,497.07,79.31,576.38,0.0,0.62,0.62,1.71,1.77,84.26,117.24,79.31,0.5847953216374269,29.7029702970297,33.77483443708609,46.35761589403973,63.57615894039736,29.340567612687813,15.134099616858238,84.57858769931663,34.44676409185804,22.579298831385643,32.92988313856428,58.68113522537563,21.118530884808013,12.917362270450752,79.67445742904842,22.2,30.5,⚫ Darunter,—,94.20529801324504,,33.11258278145696,,70.52980132450331,61.75496688741722,,,,,,91.05960264900662,56.95364238410596,85.59602649006622,,,,,89.0728476821192,59.0,54.0,56.0,55.0,51.0,46.0,66.0,61.0
RL West,Winger,Vincenzo Onofrietti,Schalke 04 II,0.3374054000244785,,,,,,,-0.513097632524535,,,275,21.0,,,Left,0.7317449903144139,-0.1370644399807609,0.3009316025890531,0.1092009970771745,0.0023630840689821,1.6981071290825769,,,-0.3102567896148089,1.154719659208211,Tier 3,Box-Threat,,,,27.73,1096.84,268.39,1365.23,0.68,569.67,170.49,740.16,0.0,0.78,0.71,,1.95,55.16,336.39,170.49,0.0,11.403508771929824,44.13793103448276,60.689655172413794,17.24137931034483,14.20486700622524,,16.757907542579076,63.38426711941143,41.70911148839841,52.80135823429541,97.56649688737974,15.534804753820032,31.94680249009621,95.3593661573288,-14.2,50.4,—,—,20.689655172413797,92.41379310344828,31.724137931034484,92.41379310344828,87.58620689655172,61.37931034482759,40.0,68.27586206896552,,,,,,,,,,,77.24137931034483,51.0,60.0,53.0,54.0,59.0,55.0,41.0,51.0
BL DE,Fullback,Ramon Hendriks,Stuttgart,0.3373919781170273,-0.1523801610164488,,0.5092480301132402,,,0.3047848902458934,0.3345291765525098,0.3384028455700377,0.7636062044694704,275,24.0,800000.0,189.0,Left,0.3183976406682077,0.282788814475285,0.3371503619750502,,,,,,,,Tier 1,Offensiver Außenverteidiger,,,,32.05,678.78,363.54,1042.32,1.36,392.2,207.58,599.77,1.01,0.72,0.73,1.48,2.27,74.24,499.54,308.58000000000004,1.6856756756756757,98.96907216494846,87.71929824561403,92.98245614035088,74.56140350877193,99.65576592082616,27.648475120385235,29.6969696969697,93.68904188181295,85.48479632816982,92.08261617900172,44.29145152036718,84.8823866896156,67.38382099827884,48.45094664371773,63.7,91.0,🟡 Nah dran,—,73.68421052631578,,64.91228070175438,,71.9298245614035,,,78.0701754385965,,,,66.66666666666666,71.05263157894737,27.192982456140356,88.59649122807018,97.36842105263158,,,88.59649122807018,51.0,44.0,47.0,52.0,59.0,52.0,55.0,54.0
RL Nord,Fullback,Nico Knystock,VfB Oldenburg,0.3373372379730233,0.6444123235900567,,-0.0838448357698234,,,0.4481584121120052,0.4667427790387866,0.855477232381808,0.2365686555059341,1378,30.0,100000.0,165.0,Left,0.6215025240361205,-0.1694993503131236,0.0165174011754459,,,,,,,,Tier 3,Zweikampfstarker Außenverteidiger,,,,28.62,615.04,213.0,828.04,1.03,371.98,122.31,494.29,0.78,0.72,0.83,1.41,2.01,81.9,316.0,200.31,1.4892198581560283,27.27272727272727,54.54545454545454,67.76859504132231,71.07438016528926,33.3907056798623,39.1653290529695,29.6969696969697,63.8267355134825,41.88181296615032,37.177280550774526,24.72748135398738,71.22776821572002,50.65978198508319,39.529546758462416,36.3,56.5,⚫ Darunter,—,68.59504132231406,,45.45454545454545,,84.29752066115702,,,60.33057851239669,,,,80.99173553719008,88.42975206611571,76.03305785123968,76.03305785123968,69.42148760330579,,,89.25619834710744,52.0,49.0,44.0,56.0,57.0,57.0,57.0,46.0
U17 BL,Striker,Lennard Ueschner,Rot-Weiß Oberhausen U17,0.3373261445319536,,0.2985270169650899,,,,,-0.4492598905922623,,,310,16.0,,,,,0.5062754869632824,0.1403325442475233,,,1.7613444354874723,-0.4449172401920905,1.593630117292245,-0.7073233139156309,,Tier 4,Vollstürmer,,,,28.46,601.45,190.93,792.39,0.0,275.31,71.99,347.3,0.0,0.73,0.79,,2.2,64.62,190.93,71.99,0.0,44.69964664310954,39.361702127659576,38.03191489361702,21.409574468085108,32.60568260568261,,28.822238478419894,11.85031185031185,11.088011088011088,26.68052668052668,15.176715176715176,12.785862785862786,4.158004158004158,16.285516285516284,-32.6,11.5,—,—,23.670212765957448,91.22340425531917,94.41489361702128,,,,0.2659574468085106,65.1595744680851,95.74468085106383,48.13829787234042,6.382978723404255,,,,,,,,56.38297872340425,37.0,31.0,29.0,47.0,44.0,51.0,47.0,38.0
BL DE,Winger,Isaac Schmidt,Werder Bremen,0.3370572851422621,,,,,,,0.7329033955535044,,,106,26.0,2200000.0,172.0,Right,-0.213458187248608,-0.7368413217885889,-0.1250792997616688,-0.114889844144486,0.3078455034110896,2.118997555255891,,,0.3371675110239697,0.7268702539792561,Tier 1,Kombinationsspieler,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,11.666666666666666,11.666666666666666,17.5,,,,,,,,,,,,,—,—,96.66666666666669,95.0,6.666666666666667,83.33333333333334,31.666666666666664,40.833333333333336,81.66666666666667,43.333333333333336,,,,,,,,,,,82.08333333333333,45.0,52.0,47.0,46.0,47.0,51.0,43.0,47.0
AUT 2.L,Fullback,Bacary Mane,St. Pölten,0.3370187457324622,-0.1262041298156086,,-1.5901301541843624,,,-0.3172593852859788,-0.7218912490845614,1.6061831465131498,1.459572216043533,154,24.0,275000.0,172.0,Left,1.0388418151307768,-0.7420586084314988,2.4261150607067106,,,,,,,,Tier 3,Offensiver Außenverteidiger,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,9.693877551020408,9.693877551020408,12.244897959183673,,,,,,,,,,,,,—,—,11.224489795918368,,3.061224489795918,,88.77551020408163,,,100.0,,,,35.714285714285715,97.95918367346938,39.795918367346935,96.93877551020408,3.061224489795918,,,56.12244897959183,54.0,52.0,52.0,52.0,71.0,38.0,51.0,57.0
GER - 2nd Bundesliga,Striker,Leon Opitz,Karlsruher SC,0.3368004262488405,,-0.0892401330726753,,,,,0.0472384321542417,,,223,21.0,600000.0,183.0,Right,,1.374664364125545,1.4264939792713385,,,-0.6810143000407606,0.1799958696474549,0.1609442366161579,0.2753209612894216,,Tier 2,Beweglicher Stürmer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,9.433962264150944,9.433962264150944,13.679245283018869,,,,,,,,,,,,,—,—,72.64150943396226,21.69811320754717,97.16981132075472,,,,87.73584905660378,95.28301886792453,38.67924528301887,40.56603773584906,33.0188679245283,,,,,,,,83.01886792452831,47.0,60.0,35.0,53.0,57.0,51.0,49.0,46.0
U17 BL,Central Defender,Jona Buddeke,Osnabrück U17,0.3365894826241381,0.2795677472825565,0.458362701353496,-0.4813482729279693,0.4413792487129241,0.3040090925175454,0.0289691480310638,0.5100074243224104,1.7159634441889349,-0.2276051898637192,400,16.0,,,,,,,,,,,,,,Tier 4,Spielaufbauender Innenverteidiger,,,,27.73,527.94,113.21,641.15,0.72,371.19,82.31,453.5,0.65,0.85,,,2.87,96.2,185.21,147.31,0.65,31.15727002967359,69.17989417989418,72.88359788359789,50.66137566137567,24.419297200714716,,6.150414276609306,62.1500893388922,56.37284097677189,35.37820131030375,81.32817153067302,79.6605122096486,75.25312686122692,80.91125670041691,-24.4,60.7,—,—,73.80952380952381,,,,,,,,,53.43915343915344,,60.58201058201058,99.20634920634922,68.25396825396825,40.21164021164021,17.989417989417987,75.13227513227513,49.73544973544973,69.31216931216932,43.0,51.0,45.0,50.0,46.0,47.0,40.0,45.0
BL DE,Striker,Deniz Undav,Stuttgart,0.3365565262916737,,0.0739193310814077,,,,,-0.3931447442162644,,,1521,29.0,28000000.0,178.0,Right,,0.4412626225092884,-0.0841441222579208,,,0.9779770002216204,0.5668035965891022,1.116782146557299,-0.0070036201511424,,Tier 1,Vollstürmer,,,,27.42,573.01,122.8,695.81,0.43,339.48,51.3,390.78,0.25,0.81,0.83,1.9,1.8,85.15,165.8,76.3,0.7763157894736842,11.688311688311687,26.31578947368421,34.73684210526316,42.10526315789473,9.805959805959803,2.144899904671115,9.912216532553035,13.652113652113652,7.415107415107415,5.197505197505198,9.90990990990991,39.01593901593902,19.43866943866944,45.18364518364518,6.0,10.5,⚫ Darunter,—,34.73684210526316,76.84210526315789,87.36842105263159,,,,56.84210526315789,46.31578947368421,84.21052631578947,41.05263157894737,65.26315789473685,,,,,,,,88.42105263157895,80.0,77.0,80.0,72.0,50.0,49.0,54.0,75.0
SUI SL,Fullback,Bradley Mazikou,Servette,0.3365494990216494,1.0145884394637812,,-0.0365284402902532,,,0.99207447377936,1.306858261435886,0.1989767955583207,0.0176920132026788,1700,29.0,1700000.0,177.0,Left,0.3999699360969474,-0.3648922852445599,-0.4997937028073164,,,,,,,,Tier 1,Zweikampfstarker Außenverteidiger,,,,28.75,439.0,131.78,570.78,1.23,271.28,75.48,346.76,0.68,0.65,0.65,1.3,1.84,92.64,254.78,143.48000000000002,1.449230769230769,18.055555555555557,20.930232558139537,26.744186046511626,51.16279069767442,38.209982788296045,65.56982343499197,61.42424242424242,30.923694779116467,22.77682157200229,5.27825588066552,1.4916810097532989,63.48250143430866,61.15892139988526,4.130808950086059,51.9,28.2,🟡 Nah dran,—,94.18604651162792,,30.23255813953488,,55.81395348837209,,,25.58139534883721,,,,94.18604651162792,43.02325581395349,90.69767441860463,51.16279069767442,58.13953488372093,,,69.76744186046511,58.0,45.0,48.0,49.0,59.0,62.0,65.0,48.0
AUT 2.L,Fullback,Thomas Maier,Kapfenberger SV,0.3363649919340339,0.0917726173430521,,0.165685392022633,,,-0.6590629701752955,-0.4884575503592795,0.709418205279353,0.8420105461528221,183,28.0,,183.0,Both,0.3962549474916572,1.9070944252665296,0.0625693143848325,,,,,,,,Tier 3,Offensiver Außenverteidiger,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,9.693877551020408,9.693877551020408,12.244897959183673,,,,,,,,,,,,,—,—,21.428571428571427,,97.95918367346938,,65.3061224489796,,,58.16326530612245,,,,6.122448979591836,80.61224489795919,55.10204081632652,90.81632653061224,77.55102040816327,,,73.46938775510205,61.0,51.0,60.0,64.0,51.0,54.0,58.0,51.0
U19 BL,Central Defender,Artem Muradyan,Borussia M'gladbach U19,0.3363421010984389,1.0315887349471151,-0.870054914882912,0.5598077163166856,0.1856978143527227,-0.2736553689319835,0.5432571694455993,0.0637378247840861,0.3448019802938621,1.441897953560774,172,18.0,,,,,,,,,,,,,,Tier 4,Spielaufbauender Innenverteidiger,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,7.45721271393643,7.45721271393643,14.66992665036675,,,,,,,,,,,,,—,—,51.34474327628362,,,,,,,,,11.7359413202934,,86.06356968215158,73.83863080684596,93.15403422982884,96.57701711491444,92.66503667481662,48.655256723716384,23.96088019559902,77.26161369193154,57.0,54.0,50.0,49.0,70.0,64.0,56.0,52.0
U19 BL,Fullback,Finn Sherlock,Hoffenheim U19,0.3363278002258571,-0.2492004030056019,,0.1666704900107304,,,-0.35574153220176,0.5383225840004817,0.5562215069046604,1.2530700788626437,597,17.0,,,Left,1.0556687134820522,0.3182000136529506,-0.2562612496734432,,,,,,,,Tier 4,Offensiver Außenverteidiger,,,,28.18,770.73,215.75,986.48,0.56,472.48,144.32,616.8,0.73,0.82,0.82,,2.26,97.54,271.75,217.32,0.73,20.30812324929972,45.0,77.72727272727272,45.22727272727273,19.506597819850832,,8.06060606060606,71.19908204245554,27.82558806655192,38.38209982788296,70.05163511187608,66.95352839931154,23.09236947791165,81.52610441767068,-19.5,56.7,—,—,87.5,,74.77272727272727,,93.86363636363636,,,39.77272727272727,,,,14.772727272727272,85.9090909090909,13.18181818181818,95.0,71.5909090909091,,,78.63636363636364,58.0,54.0,56.0,69.0,57.0,52.0,49.0,58.0
RL Bayern,Winger,Nico Nollenberger,Memmingen,0.3362241006816134,,,,,,,-0.2874274836703685,,,1418,22.0,,,,0.6708385163689755,0.3195040162691928,0.4743053954842726,0.156223545479114,0.1935053834704637,1.314558056499357,,,-0.2232148053879951,0.4077242816215087,Tier 3,Box-Threat,,,,30.27,759.99,309.91,1069.9,1.35,363.65,110.3,473.95,0.25,0.56,0.59,1.21,1.97,79.39,444.91,135.3,1.0764462809917354,83.1858407079646,81.81818181818183,60.13986013986013,70.62937062937063,80.3056027164686,82.91845493562232,98.32725060827252,45.30277306168647,67.26089417091114,68.39275608375777,45.69892473118279,40.26598754951896,63.58234295415959,41.935483870967744,81.5,58.5,✅ BL-Niveau,—,21.67832167832168,88.11188811188812,82.51748251748252,53.84615384615385,97.2027972027972,72.72727272727273,39.86013986013986,63.63636363636363,,,,,,,,,,,81.81818181818183,57.0,53.0,55.0,58.0,51.0,51.0,55.0,57.0
SUI CL,Midfielder,Aarón Rey,Bellinzona,0.3361495804773107,0.0919600629139281,,,,,0.0552333881826773,0.5476953479715267,0.6754351727208818,,1396,27.0,200000.0,173.0,Right,0.9070755369148336,0.3459899224692757,,-0.1809651110961807,0.2467723237415428,,,,,,Tier 3,Spielmacher,,,,27.84,739.43,154.91,894.34,0.16,373.85,72.88,446.74,0.07,0.58,0.65,1.41,1.83,72.11,170.91,79.88,0.7792198581560283,57.53424657534247,52.22222222222223,41.11111111111111,55.55555555555556,61.43572621035058,61.95402298850576,96.1503416856492,34.78079331941545,47.49582637729549,54.96661101836394,61.060100166944906,44.553422370617696,35.39232053422371,37.14524207011687,61.7,39.0,🟡 Nah dran,—,71.11111111111111,,76.66666666666667,,92.22222222222224,57.77777777777777,,,,,,56.66666666666666,88.88888888888889,41.11111111111111,,,,,90.0,51.0,53.0,57.0,55.0,64.0,49.0,55.0,51.0
BL DE,Striker,Max Moerstedt,Hoffenheim,0.3357697320767673,,0.4878562782968145,,,,,-0.4257178408618615,,,413,20.0,1000000.0,194.0,Right,,0.0697952738813568,-0.7716025035328933,,,1.5837011479031982,0.434357763751358,0.958923952423397,0.3488437847527694,,Tier 1,Vollstürmer,,,,27.7,772.01,217.4,989.42,0.58,406.53,71.84,478.37,0.0,0.89,,,2.23,50.26,275.4,71.84,0.0,17.532467532467532,44.21052631578947,33.68421052631579,14.210526315789473,14.899514899514898,,3.291880029261156,11.746361746361748,31.219681219681224,36.27858627858628,63.23631323631324,12.785862785862786,28.13582813582813,70.79002079002079,-14.9,21.5,—,—,30.526315789473685,90.52631578947368,63.1578947368421,,,,74.73684210526315,6.315789473684211,76.84210526315789,69.47368421052632,57.89473684210527,,,,,,,,79.47368421052632,39.0,35.0,32.0,47.0,44.0,53.0,49.0,28.0
RL Südwest,Midfielder,Jan-Lucas Dorow,Eintracht Trier,0.3357343180541168,-0.4177367184753306,,,,,0.027728957564619,-0.4177160433740023,1.3599850617306402,,135,33.0,,175.0,Right,0.8770568994952486,0.6570126125883877,,0.3646997177962919,0.2348440571070802,,,,,,Tier 3,Spielmacher,,,,27.7,923.72,284.03,1207.75,0.0,373.53,120.48,494.01,0.0,0.84,,,2.04,53.39,284.03,120.48,0.0,53.84615384615385,85.25641025641025,72.43589743589743,19.55128205128205,56.21869782971619,,8.5876993166287,66.09603340292276,81.63606010016694,93.11352253756262,90.31719532554256,21.118530884808013,12.917362270450752,36.85308848080134,-56.2,71.3,—,—,15.384615384615383,,87.17948717948718,,92.3076923076923,94.23076923076924,,,,,,51.28205128205128,96.15384615384616,16.025641025641026,,,,,80.12820512820514,43.0,42.0,41.0,48.0,40.0,53.0,47.0,41.0
BL DE,Midfielder,Jakub Kamiński,Köln,0.3355623632049025,0.1446127597342131,,,,,0.1086926531409359,0.0425303146453386,0.599685238068369,,1600,23.0,6000000.0,179.0,Right,0.4699101892639993,0.2509143983018291,,0.5766411761810558,0.4915121763034793,,,,,,Tier 1,Unterstützender Mittelfeldspieler,,,,30.13,910.97,361.98,1272.96,1.29,391.21,102.59,493.8,0.61,0.68,0.71,1.28,1.98,101.1,490.98,163.59,1.39125,90.0709219858156,95.32163742690058,81.28654970760235,94.73684210526316,97.47495826377296,86.36015325670499,58.20045558086561,84.4258872651357,97.70450751252086,98.1218697829716,89.48247078464107,93.7186978297162,95.30467445742904,43.1135225375626,91.9,88.9,🔥 Top-Athlet,—,46.19883040935672,,63.1578947368421,,70.17543859649122,88.30409356725146,,,,,,55.55555555555556,74.26900584795322,52.63157894736842,,,,,81.28654970760235,72.0,54.0,68.0,69.0,71.0,48.0,64.0,70.0
